"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","Class"
"77",145,9,39,53,9,0,34,45,74,9,7,7,47,4,115,116,12,1,5,7,3,0,3,4,49,2,0,11,46,2,91,96,45,4,5,2,3,0,3,3,4,2,0,1,6,1,3,0,41,6,3,3,0,0,4,2,101,7,1,11,94,5,64,62,10,0,2,0,3,0,6,3,2,0,0,0,2,0,13,5,0,0,0,0,0,0,0,0,3,0,0,0,6,1,6,8,46,0,2,3,6,0,14,1,5,1,0,0,11,0,9,7,59,3,3,7,4,0,3,6,88,6,2,5,89,4,58,70,59,57,7,89,6,0,6,69,6,4,0,5,3,0,5,60,6,7,0,6,1,0,0,8,9,6,0,6,7,6,5,56,4,6,1,2,0,0,0,2,0,0,0,0,0,0,0,0,14,11,0,4,0,0,1,6,8,8,0,0,3,4,1,13,46,53,5,83,3,3,8,88,6,2,0,2,5,1,6,61,4,6,0,4,1,0,0,10,3,2,0,1,4,2,4,52,117,80,3,54,12,8,6,57,1,2,0,0,11,5,2,17,101,104,1,57,10,7,4,59,61,53,1,21,58,45,13,196,1
"78",4024,274,1287,1227,232,10,1232,1578,1526,91,182,188,1280,34,3187,3217,259,50,62,161,6,1,25,85,1250,138,145,282,1529,63,2258,2774,1304,72,149,131,62,4,148,102,123,4,5,1,122,5,112,57,1276,146,103,201,25,2,93,144,2808,268,103,187,2272,135,1602,1648,249,7,66,40,44,1,170,95,71,3,10,6,140,1,260,169,6,0,0,1,2,0,2,4,33,3,4,4,82,1,143,158,1217,31,138,103,133,2,217,142,153,6,2,3,248,3,175,106,1550,78,115,137,93,2,158,154,2427,178,47,104,2605,136,1502,1599,1453,1332,181,2933,78,31,146,2568,171,156,6,86,158,105,108,1801,96,169,7,261,6,3,7,177,154,179,3,197,125,120,60,1510,164,161,5,97,1,4,4,60,7,2,0,1,5,2,0,19,170,270,5,199,4,9,3,102,110,179,0,80,39,75,7,398,1250,1406,132,2236,161,76,283,2718,142,109,4,47,213,139,198,1539,26,77,3,144,2,7,7,130,93,148,3,88,117,145,91,1504,2989,2487,101,1703,265,171,186,1543,106,50,0,13,192,83,83,430,3322,2728,48,1544,163,150,93,1683,1712,1496,9,391,1465,1549,387,5737,0
"79",380,24,106,107,27,1,110,131,143,14,12,17,125,4,238,186,35,6,7,15,0,0,7,4,110,13,17,13,141,7,202,242,144,11,11,12,7,0,12,12,10,0,0,0,13,0,6,6,120,14,5,17,9,0,12,11,286,22,9,18,225,16,179,144,22,0,6,3,3,0,17,4,6,0,1,0,18,0,28,13,1,0,2,0,0,0,0,1,5,0,1,0,6,0,12,24,101,2,15,17,11,1,21,9,11,0,0,0,24,0,18,8,146,8,14,9,6,1,14,24,191,21,4,7,249,6,120,137,145,117,17,247,8,1,18,236,20,12,0,9,10,14,7,151,8,10,0,21,1,2,0,5,12,19,0,11,11,18,8,124,23,15,0,8,0,1,1,10,0,0,0,0,0,0,0,1,20,25,1,23,0,0,2,10,10,17,0,3,5,3,1,30,103,146,13,191,12,7,23,258,12,18,0,5,16,17,17,123,3,5,0,14,1,0,0,18,10,12,0,11,13,14,9,136,260,218,9,156,28,15,12,136,12,5,0,3,15,11,2,41,211,230,4,134,11,20,8,141,149,117,2,33,132,140,41,539,0
"80",169,18,57,86,12,2,64,55,56,3,8,8,49,0,133,98,6,0,4,5,0,0,1,2,56,9,9,9,86,6,166,112,64,6,7,5,3,0,3,6,3,1,0,0,12,0,6,0,43,7,8,11,1,0,3,5,118,11,2,7,111,9,82,64,16,0,4,4,1,0,6,4,1,0,1,0,3,0,7,9,0,0,0,0,0,0,0,0,1,0,1,0,5,0,13,10,52,1,10,1,10,1,8,6,6,0,0,1,9,0,5,2,50,2,4,4,5,1,7,3,82,4,2,2,93,10,59,60,46,66,9,137,1,2,4,91,4,6,0,6,5,4,2,71,6,4,1,11,0,0,0,12,1,12,0,5,1,6,1,70,6,15,0,3,1,1,0,3,0,0,0,1,0,0,1,3,5,10,0,4,0,0,0,4,3,14,0,2,2,4,0,21,58,95,9,153,3,2,11,142,3,6,0,1,10,12,13,59,0,2,2,6,0,1,0,5,4,5,0,4,8,8,1,67,124,193,2,93,15,9,9,71,2,2,0,0,5,8,4,19,71,111,3,70,5,10,4,57,62,44,1,19,62,78,26,217,1
"81",131,7,57,37,9,0,31,37,50,2,3,4,32,0,81,63,8,1,7,3,1,0,3,1,40,5,4,5,47,1,78,76,55,3,5,6,5,0,4,7,6,1,0,0,10,0,4,0,38,2,7,7,2,0,0,2,84,4,1,7,162,6,44,47,9,0,6,1,1,0,9,3,1,0,0,0,6,0,13,3,0,0,2,0,0,0,1,0,1,0,0,0,5,1,6,7,46,1,3,2,0,0,6,6,3,0,0,0,8,0,3,1,41,3,4,3,4,0,4,8,48,4,1,1,69,5,43,51,31,44,2,83,1,0,6,65,6,5,0,6,3,5,3,42,3,4,0,3,0,1,0,6,4,12,0,4,2,7,2,49,7,5,0,4,1,0,0,1,0,0,0,0,2,0,1,0,6,3,0,6,0,0,0,1,3,4,0,3,5,4,1,14,39,50,8,143,5,3,7,68,2,3,0,2,6,5,1,43,0,4,0,8,0,0,1,6,3,7,0,1,4,6,7,59,86,76,5,52,4,3,10,48,5,1,0,0,4,3,3,9,72,75,0,38,3,6,3,47,44,41,3,10,54,37,14,193,1
"82",67,3,20,21,5,0,18,15,22,3,3,3,18,0,44,31,2,1,1,1,0,0,0,1,21,2,1,4,27,2,52,36,25,0,3,2,2,0,1,3,3,0,0,0,5,0,4,0,30,4,3,2,0,0,1,2,35,7,1,7,41,1,23,17,4,0,0,1,1,0,1,2,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,20,0,1,1,2,0,3,1,1,0,0,0,4,0,4,0,13,2,3,2,0,0,3,0,33,4,2,2,40,2,26,21,26,17,2,48,2,1,2,27,0,3,0,1,2,1,1,19,3,4,0,6,1,0,0,1,2,3,0,2,0,1,1,22,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,4,1,1,0,1,2,3,0,0,1,3,1,4,14,27,1,34,3,1,3,39,1,2,0,0,5,4,0,36,0,0,0,3,0,0,0,1,3,0,0,2,5,3,1,22,53,41,5,18,5,2,3,21,6,2,0,0,2,0,0,3,38,38,0,23,1,1,1,31,25,26,0,3,24,26,9,82,1
"83",59,4,19,24,4,1,25,22,21,0,6,2,13,0,58,36,10,2,0,3,0,0,1,0,23,3,3,4,28,3,59,52,17,1,3,1,2,0,2,1,3,0,0,0,1,0,1,0,31,3,3,2,1,0,2,3,47,5,2,1,51,3,36,20,3,0,1,1,1,0,3,1,1,0,0,0,2,0,5,1,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,1,30,0,1,0,0,0,3,2,1,1,0,0,5,2,4,1,28,3,2,0,1,0,2,1,39,2,0,3,48,5,19,27,21,19,2,46,2,1,5,43,0,4,0,0,2,1,1,19,3,3,0,8,0,0,0,3,1,2,0,3,1,1,1,29,6,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,5,0,1,1,0,5,2,0,3,0,2,0,13,32,18,5,54,6,1,1,49,0,2,0,2,4,1,5,28,1,1,0,4,0,0,0,4,2,0,0,1,5,2,1,26,59,52,1,30,5,0,2,29,2,0,0,0,5,2,0,7,48,62,0,28,6,4,2,22,36,18,1,5,23,26,8,92,1
"84",202,14,71,67,19,2,71,72,84,5,10,3,54,1,147,112,18,1,0,10,0,0,3,5,94,10,12,13,69,3,118,153,71,5,15,4,5,0,4,8,5,0,0,0,10,0,3,3,64,4,8,12,1,0,7,8,181,16,3,9,122,8,84,67,19,0,2,2,2,0,9,2,7,0,1,1,9,1,13,7,2,0,0,0,0,0,0,0,1,0,0,0,6,1,8,9,70,2,6,4,7,0,18,14,7,0,1,0,14,1,8,8,80,6,6,13,9,0,7,3,177,11,4,10,170,13,87,83,85,88,13,177,6,3,10,143,6,6,0,9,5,5,5,79,5,8,0,16,1,0,0,9,6,5,0,13,5,7,3,72,5,9,0,5,0,1,0,2,0,0,0,0,0,0,0,0,9,11,0,8,0,0,0,8,7,10,0,6,1,7,2,25,63,80,9,111,8,3,16,164,3,4,0,1,13,9,7,85,1,3,0,6,0,0,2,8,2,7,1,4,7,10,6,89,157,109,3,87,13,3,14,80,7,2,0,2,8,7,3,16,110,135,2,82,10,4,3,78,89,84,0,12,73,88,23,293,1
"85",221,15,73,79,14,0,71,72,73,5,5,11,72,0,175,115,17,3,1,13,0,0,1,9,68,6,12,16,104,3,123,129,62,4,12,3,3,0,3,3,9,0,0,0,14,0,7,6,79,9,5,13,1,0,5,2,206,15,1,11,166,9,88,82,13,0,5,0,2,0,12,3,1,0,0,0,9,0,22,8,1,0,0,0,0,0,0,0,2,0,0,0,3,1,8,11,76,2,5,7,14,0,11,10,4,0,0,1,15,0,9,5,66,9,3,9,9,0,5,8,122,8,3,1,173,10,86,84,67,70,8,173,5,1,9,115,9,4,1,6,3,7,5,66,6,11,0,14,1,0,1,14,3,12,0,11,4,4,1,87,5,3,0,10,0,0,0,3,0,0,0,0,0,0,0,0,12,21,0,14,0,0,0,8,5,9,0,9,4,6,0,27,83,103,9,187,8,4,10,144,8,6,0,0,9,7,14,88,0,4,0,11,0,0,1,8,3,7,0,7,7,9,3,90,160,115,5,111,20,10,15,78,3,3,0,2,9,8,5,23,115,135,2,69,8,13,11,72,72,85,0,19,89,80,16,319,1
"87",123,10,39,40,10,1,41,40,33,1,3,10,51,1,74,75,6,3,3,4,1,0,1,5,37,2,4,6,50,3,64,79,41,2,6,7,2,0,8,2,4,0,0,1,6,0,2,3,44,10,5,7,1,0,2,3,86,5,4,4,70,8,58,41,9,0,1,1,1,0,3,2,0,0,0,0,0,0,8,4,1,0,0,0,0,0,0,0,3,1,0,0,4,0,5,4,37,0,4,2,5,0,7,2,4,0,0,0,3,0,6,1,46,4,3,3,3,0,4,1,71,1,4,2,89,5,53,40,38,43,5,65,2,2,3,74,9,4,0,5,6,4,4,43,1,2,0,5,1,1,0,3,4,13,0,5,1,2,1,52,1,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,7,0,0,1,3,6,5,0,0,3,1,0,9,48,44,6,89,1,1,5,82,5,3,0,1,7,4,5,41,1,0,0,4,0,0,0,3,4,2,0,0,7,5,1,42,92,72,2,46,7,3,3,46,1,0,0,0,4,3,2,6,69,74,3,57,6,5,2,57,43,53,0,15,57,47,14,145,1
"88",98,6,28,35,6,0,37,43,36,1,3,7,38,0,74,81,4,1,0,5,0,0,0,2,46,6,2,3,41,1,65,61,32,1,2,4,1,0,0,5,3,0,0,0,4,0,1,2,38,3,3,7,3,0,3,6,72,10,1,7,51,0,49,41,4,1,4,0,2,0,4,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,24,1,4,1,5,0,7,4,5,0,1,1,9,0,2,2,38,1,4,3,2,0,4,3,68,4,0,7,72,4,39,46,33,37,5,82,2,0,1,64,6,7,0,1,2,2,1,37,0,4,1,12,0,0,1,2,2,3,0,11,2,5,0,39,8,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,1,3,1,1,0,2,0,6,0,10,38,39,1,51,5,1,3,59,2,5,0,2,7,3,9,41,1,4,0,4,1,0,0,3,3,0,0,3,2,9,3,40,79,74,3,47,5,2,6,35,3,1,0,0,6,2,4,7,62,55,1,29,5,5,2,44,35,43,0,11,43,30,11,148,1
"89",66,3,30,23,4,0,20,24,32,2,1,4,24,1,41,51,4,1,0,8,0,0,1,0,16,5,2,5,17,0,33,47,16,2,1,1,2,0,0,2,5,0,0,0,2,0,3,2,18,3,2,2,0,0,0,1,62,3,3,5,43,2,31,29,5,0,1,0,1,0,3,0,1,0,0,0,6,0,5,4,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,25,2,1,2,4,0,5,3,5,0,0,0,6,0,2,1,24,0,2,2,1,1,3,2,50,6,1,1,62,3,26,33,31,30,2,56,3,2,3,57,3,1,0,1,1,1,6,24,4,0,0,5,1,0,0,5,2,2,0,2,2,3,1,32,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,1,1,5,0,2,1,3,1,5,28,19,2,36,3,0,11,60,5,0,0,0,3,2,2,19,1,1,0,2,0,0,0,3,2,3,0,1,1,0,1,20,42,41,2,20,6,2,4,25,1,2,0,0,3,1,2,3,61,53,1,33,3,2,3,39,37,32,0,10,21,17,9,89,1
"90",95,6,30,42,4,0,30,37,51,2,1,3,34,1,69,89,9,1,2,8,0,0,0,0,23,3,1,7,35,2,40,72,24,2,2,1,3,0,3,1,6,0,0,0,5,0,2,4,25,9,2,4,0,0,2,7,107,3,0,4,59,4,41,40,8,0,2,0,2,0,3,1,2,0,0,0,9,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,33,0,3,5,5,0,3,4,3,0,0,0,5,0,1,2,41,3,2,2,0,0,3,7,61,5,3,3,82,2,42,49,40,32,4,92,1,0,4,70,5,3,0,5,5,1,1,52,1,3,1,7,0,0,0,3,5,8,0,4,3,3,0,44,4,3,0,2,0,2,0,0,0,0,0,0,0,0,0,1,5,15,0,4,0,0,0,3,2,5,0,4,4,3,0,5,38,39,6,64,1,1,11,73,5,2,0,2,7,1,7,51,1,2,0,3,0,1,0,4,3,3,0,2,1,2,0,29,60,61,0,47,9,3,7,43,1,1,1,0,5,3,5,10,76,70,0,25,8,4,2,46,58,40,2,10,43,33,9,162,1
"93",71,3,21,25,6,1,15,39,31,0,3,1,23,0,65,59,7,0,3,5,1,0,0,2,18,1,7,3,31,4,38,53,19,1,3,1,5,0,2,4,3,1,0,0,8,0,1,1,28,6,2,7,0,0,0,4,51,6,2,4,45,3,32,29,13,1,1,0,2,0,4,1,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,2,35,2,2,3,3,0,3,3,5,0,0,0,3,0,4,3,31,0,3,4,0,0,1,6,61,2,2,2,58,4,25,23,32,21,8,56,2,1,0,51,5,3,0,4,2,1,3,44,1,4,0,6,0,0,0,4,2,6,0,7,3,3,1,17,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,6,0,0,1,1,4,0,0,2,1,5,0,6,22,27,4,40,4,1,6,55,3,1,0,0,1,3,7,27,0,3,0,2,0,0,0,3,1,1,0,1,4,6,2,32,59,40,2,33,7,3,4,24,1,1,1,0,3,1,2,4,69,45,1,29,6,5,1,28,39,39,0,7,27,20,4,127,1
"95",90,7,30,17,7,1,17,8,20,0,1,3,12,0,21,17,3,0,2,5,0,0,0,1,11,0,1,0,20,1,14,20,51,2,15,5,3,0,7,10,6,0,0,0,3,0,1,3,15,1,5,0,1,1,2,3,24,2,2,2,26,4,17,18,7,0,1,2,2,0,0,2,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,7,22,3,3,0,0,0,1,4,0,0,0,0,2,0,1,2,13,3,0,2,0,0,0,6,19,3,2,2,23,4,9,16,14,5,3,31,2,3,1,8,5,4,0,4,1,3,1,17,0,1,0,2,0,0,0,2,1,0,0,1,0,2,0,17,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,2,0,1,0,0,0,2,3,1,0,1,2,2,0,5,21,21,3,28,2,1,3,17,3,1,0,4,1,4,2,18,4,0,0,5,0,0,0,3,3,7,0,2,2,22,3,49,29,19,2,18,3,5,1,11,1,3,0,0,1,1,0,8,17,21,0,9,1,2,1,17,10,16,4,11,10,37,8,109,0
"96",172,12,43,41,16,1,42,77,74,5,3,6,62,3,115,103,19,1,5,4,0,0,3,4,70,7,10,9,63,2,87,83,45,5,5,4,3,0,7,8,8,0,0,0,7,0,3,4,44,1,3,12,2,0,10,8,113,12,6,5,89,8,66,57,22,0,1,2,3,0,8,5,4,0,0,0,3,1,5,7,2,0,0,0,0,0,1,3,4,1,0,1,3,1,3,8,42,1,3,5,7,1,7,10,7,1,1,0,5,2,6,8,90,4,6,10,4,0,7,17,97,6,2,5,87,3,67,98,77,76,6,127,3,0,10,118,10,9,0,4,4,5,10,83,11,7,2,9,0,2,0,3,5,6,0,5,7,4,2,60,8,5,0,4,1,0,0,2,0,0,0,0,0,1,0,2,7,16,0,6,0,0,0,8,5,5,2,5,1,5,3,15,64,53,8,87,8,3,12,90,5,5,2,4,11,3,8,31,4,0,0,9,2,1,0,6,3,7,0,7,10,6,9,69,131,81,1,65,9,4,6,79,9,4,0,2,5,2,2,16,111,103,1,45,7,5,9,78,65,44,1,13,55,54,15,272,0
"98",130,4,41,43,6,0,27,56,54,3,9,7,38,3,68,80,14,3,1,2,0,0,1,5,29,1,2,4,40,0,50,72,33,2,7,5,4,0,3,7,6,0,0,0,5,0,4,2,32,5,2,3,0,0,2,10,65,7,3,7,61,4,28,44,7,0,1,0,1,0,4,1,4,0,1,0,1,0,3,8,0,0,0,0,0,0,1,0,1,0,0,0,3,0,4,4,36,1,6,2,7,0,3,6,4,0,0,0,2,2,7,5,62,3,11,9,3,0,4,10,75,6,1,4,62,6,37,58,65,46,3,106,7,1,7,71,10,8,0,2,2,7,4,57,2,6,0,7,0,0,0,10,3,5,0,5,2,2,0,35,7,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,5,0,10,0,0,1,3,4,2,0,1,2,4,1,11,62,40,1,82,2,3,9,85,3,5,0,2,4,1,7,42,1,1,0,3,0,0,0,6,7,5,0,6,1,4,4,58,100,75,2,56,7,6,3,57,1,3,0,0,4,3,3,15,99,88,2,49,5,4,4,49,58,47,0,5,38,57,10,185,0
"99",160,8,68,31,5,0,55,62,52,2,5,6,54,1,118,91,9,2,4,5,1,0,1,8,61,7,7,17,66,5,94,99,50,4,4,2,1,0,4,2,6,0,0,2,6,0,4,1,53,8,5,4,0,0,1,7,117,15,2,9,83,6,67,65,10,0,4,1,2,0,9,7,3,0,1,0,5,0,9,7,0,0,0,0,0,0,0,0,1,0,1,0,4,0,4,1,44,0,4,6,11,0,6,3,4,0,0,1,7,0,5,4,68,5,4,5,1,0,5,7,102,4,2,8,123,4,59,71,61,60,7,145,3,0,5,127,3,7,0,6,10,6,5,59,1,10,0,10,0,0,0,4,5,8,0,10,5,5,0,72,2,8,0,6,0,0,0,1,0,0,0,0,0,0,0,0,6,12,1,7,0,1,0,6,6,6,0,1,0,2,1,14,62,69,12,121,5,7,10,105,8,4,0,1,12,10,6,60,2,4,0,9,1,0,0,7,3,5,0,2,5,1,2,42,143,80,5,63,10,4,14,65,5,1,0,2,7,2,3,15,120,122,1,58,8,9,6,87,64,56,0,16,76,45,14,222,0
"100",113,5,38,42,12,0,44,48,48,2,2,3,45,0,79,63,7,1,1,4,0,0,1,3,39,2,3,11,39,1,52,60,41,3,5,2,2,0,3,3,5,1,0,0,6,0,2,1,37,5,2,2,2,0,1,6,109,11,1,8,80,6,38,54,10,0,1,0,0,0,3,3,2,0,0,0,6,0,2,6,0,0,0,0,0,0,1,0,1,1,0,0,3,0,1,4,27,0,3,0,6,0,11,5,6,0,0,0,6,0,6,2,61,3,3,5,5,0,1,0,79,6,2,4,99,7,50,61,39,38,6,103,0,2,6,78,7,1,0,4,6,0,3,41,0,5,0,10,0,0,1,5,5,9,0,7,0,3,1,50,2,5,0,2,0,0,0,1,1,0,0,0,0,0,0,0,3,5,0,7,0,0,0,4,6,11,0,0,0,3,0,14,51,40,4,83,7,3,7,93,5,0,0,2,6,4,4,39,1,1,0,4,0,0,0,8,1,5,1,0,7,4,1,48,87,55,6,46,9,3,5,43,0,0,0,0,2,3,2,17,81,74,3,54,6,6,2,45,49,33,1,11,51,36,16,151,0
"102",71,2,23,18,3,0,20,38,42,2,2,0,38,1,37,39,2,0,0,4,0,0,1,0,22,3,0,3,25,1,19,38,15,1,2,1,1,0,0,2,5,0,0,0,1,0,1,0,25,1,1,8,1,0,7,2,42,6,1,2,42,2,26,40,7,0,3,1,1,0,2,1,1,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,14,0,1,3,1,0,3,5,5,0,0,0,5,0,4,3,29,2,1,5,0,0,3,5,52,4,0,2,38,1,21,52,48,36,4,38,3,0,3,65,10,4,0,1,7,3,0,36,0,2,0,5,0,0,0,6,5,2,0,6,3,2,1,21,5,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,1,0,1,0,2,2,5,26,23,2,27,3,0,5,49,5,4,0,0,2,1,0,26,0,2,0,1,0,0,0,1,1,1,0,2,2,3,0,24,47,27,1,23,1,3,1,30,3,1,0,0,2,2,0,5,47,35,1,29,1,1,2,41,33,20,1,9,18,23,4,103,0
"104",366,31,131,104,25,1,98,131,135,6,14,19,105,2,227,237,18,8,6,9,0,0,3,13,135,15,7,17,118,6,203,206,122,7,25,9,7,0,9,6,17,0,1,0,9,1,1,2,107,7,15,19,1,1,5,9,232,25,5,14,151,11,117,109,24,0,8,2,4,0,16,3,5,0,0,1,6,1,24,12,5,0,0,0,0,0,0,0,4,0,0,2,2,1,13,14,108,4,15,6,9,0,17,22,7,1,0,1,13,1,15,11,143,10,10,11,9,0,16,26,200,18,8,12,208,8,130,169,135,141,16,203,10,3,14,146,23,19,1,11,13,13,9,132,5,18,1,16,0,0,0,15,9,15,1,12,6,11,5,107,13,9,0,6,0,1,0,5,0,0,0,0,0,1,0,2,19,26,0,21,0,0,0,8,8,17,0,2,5,6,1,31,116,119,15,168,7,6,15,192,21,10,0,3,19,15,16,126,0,5,1,13,0,0,0,15,7,16,1,7,12,16,6,131,261,174,7,128,25,19,14,129,9,5,1,0,21,8,4,30,197,222,8,135,17,13,8,162,138,118,2,29,126,142,38,502,0
"105",77,7,38,34,2,0,21,25,26,0,2,1,12,0,64,49,4,0,3,2,1,0,0,0,25,1,2,6,28,1,55,39,40,3,7,3,0,0,5,2,2,0,0,0,1,1,1,1,18,1,1,8,1,0,2,1,52,4,3,2,55,4,23,32,7,0,0,0,1,0,4,0,3,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,6,23,0,2,0,1,0,4,0,1,0,1,0,7,0,1,3,22,3,1,3,1,0,2,1,41,3,1,3,48,0,17,20,17,23,2,55,2,0,1,48,3,3,0,4,2,4,0,29,2,6,0,4,0,0,0,2,3,3,0,1,2,2,0,22,2,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,4,0,1,0,1,2,3,0,1,1,6,0,8,17,29,2,37,2,1,3,42,1,1,0,0,4,3,5,28,2,2,1,3,0,0,0,2,2,1,0,2,5,3,0,47,48,63,2,24,4,4,5,30,2,0,0,0,4,3,1,11,35,40,0,17,0,4,2,18,22,20,0,6,21,42,9,99,1
"106",113,3,34,30,16,1,36,56,62,5,9,6,45,1,75,86,1,1,3,7,0,0,2,1,41,4,2,6,56,3,72,71,41,3,6,3,0,0,6,1,4,0,0,0,4,0,7,2,24,3,3,6,2,0,1,1,95,9,3,5,96,7,57,66,10,0,1,2,0,0,3,3,2,0,0,0,5,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,47,0,3,5,6,0,12,4,5,0,0,0,5,0,6,3,59,2,2,5,5,0,2,5,63,6,0,2,88,6,51,55,55,37,4,101,2,0,8,74,4,6,0,4,3,2,2,50,3,2,0,7,1,0,0,3,5,8,0,7,3,7,1,48,1,1,0,5,0,0,0,2,0,1,0,0,0,1,0,0,3,8,0,5,0,0,0,4,7,5,0,3,2,3,1,14,48,54,4,88,1,0,7,88,4,1,0,1,4,8,4,45,2,2,1,5,0,0,0,6,0,7,0,1,3,2,1,46,88,53,2,53,9,2,8,46,1,0,1,0,8,2,1,5,83,91,2,47,1,6,2,51,54,51,0,10,47,47,9,168,1
"107",123,9,30,25,6,0,33,61,52,1,3,6,35,2,70,66,7,1,1,5,0,0,2,1,40,6,2,4,35,1,43,72,25,1,1,2,1,0,4,6,2,0,0,0,3,0,2,2,33,4,6,6,0,0,5,9,71,3,1,9,45,3,34,42,11,0,1,1,2,0,4,2,8,0,0,0,2,0,7,7,2,0,0,1,0,0,0,0,0,1,0,0,2,0,3,7,35,1,3,1,3,0,5,3,13,0,0,0,6,0,9,0,36,6,1,2,2,0,5,4,202,4,2,7,64,3,33,52,44,36,6,88,12,2,16,225,4,1,0,3,6,2,1,53,5,9,0,5,0,0,1,3,1,7,0,5,3,3,1,46,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,7,0,7,0,0,0,2,4,2,0,2,2,2,1,14,21,35,2,53,5,4,6,74,2,5,0,0,5,0,5,55,0,3,0,5,0,1,0,3,2,1,0,1,0,2,3,36,76,57,4,40,12,2,6,49,2,3,0,0,6,2,4,13,63,77,0,35,5,3,3,47,46,41,0,9,30,23,12,143,0
"109",418,46,135,98,30,2,106,110,147,15,26,39,97,10,399,583,41,11,14,12,5,0,13,7,121,21,13,37,140,8,217,384,132,9,17,7,9,0,9,7,13,1,0,1,17,0,11,4,112,17,14,12,1,0,14,9,206,21,11,13,158,12,142,129,21,1,8,3,1,0,10,10,6,1,1,1,11,0,23,32,0,1,0,0,0,0,0,0,2,0,1,1,8,0,15,24,112,5,6,11,14,1,18,15,16,0,0,1,22,0,30,21,122,9,8,17,6,1,8,14,212,19,8,15,201,8,153,145,165,102,8,233,8,1,12,178,13,18,0,8,12,11,12,141,7,21,0,23,1,0,2,19,15,21,0,15,15,8,3,113,23,13,2,11,1,1,0,3,0,1,0,0,0,1,0,2,29,34,0,28,1,0,2,10,10,17,0,4,3,7,5,38,140,139,14,205,21,10,18,222,18,7,0,8,20,7,21,126,4,11,0,11,0,2,2,8,8,10,0,9,9,16,9,137,350,227,10,152,41,17,16,131,9,8,0,1,17,11,20,41,687,360,9,142,32,16,13,186,160,141,1,42,148,139,39,600,0
