"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","Class"
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,11,24,35,85,123,262,274,382,509,575,465,441,396,273,198,123,91,47,33,24,25,5,11,10,10,2,4,8,5,3,4,8,2,2,5,3,6,4,3,1,4,3,1,3,3,6,2,1,3,4,3,2,3,3,3,2,3,1,1,1,4,2,1,2,1,1,1,2,3,1,1,4,2,3,2,1,2,1,1,1,2,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,139,588,2132,5423,10604,16232,19619,17000,16326,11989,7864,4503,2490,1309,724,373,260,175,109,104,118,105,84,58,60,50,46,40,40,39,41,41,28,41,43,18,31,33,34,42,30,44,27,29,33,28,33,21,30,21,34,33,26,33,35,33,40,40,32,32,27,34,28,27,37,30,26,33,38,21,45,25,31,38,27,32,29,29,22,23,26,24,11,26,24,20,12,23,20,13,15,13,12,11,17,8,11,17,15,3,15,5,13,14,19,13,7,12,15,18,10,18,13,12,11,8,18,8,14,12,5,12,15,18,17,14,11,11,16,9,9,15,15,12,10,6,15,14,5,10,7,7,7,8,8,17,8,12,9,14,7,10,5,13,12,13,7,11,7,16,14,12,9,9,12,9,11,14,8,7,7,9,5,8,11,4,3,6,7,12,10,9,12,8,17,12,9,13,16,12,9,10,9,12,8,11,13,7,5,4,13,7,3,1,1,0,0,0,0
"79",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,3,1,2,2,1,1,2,0,1,1,1,0,1,1,2,3,2,1,3,2,4,3,11,8,5,4,4,8,7,7,6,5,6,9,9,2,7,12,42,147,459,1013,1625,2038,1872,1462,829,413,200,66,46,27,19,23,30,20,20,23,18,22,25,16,20,12,11,14,12,15,4,10,8,7,11,9,2,6,8,8,9,10,12,6,10,7,7,7,6,9,9,5,4,4,4,6,5,4,3,3,4,6,9,7,3,2,4,0,3,3,5,4,4,4,2,2,4,2,2,2,5,3,1,2,4,1,2,0,2,4,3,2,2,3,0,2,0,1,1,1,0,2,1,2,2,1,2,3,0,1,2,2,3,6,3,3,1,3,0,1,2,0,3,1,1,1,0,4,0,2,0,0,0,2,0,1,0,0,1,0,0,1,2,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,19,20,21,24,13,26,25,50,58,60,78,61,72,68,75,110,125,141,151,200,221,226,289,266,291,294,274,311,298,225,221,168,160,125,116,72,82,73,65,64,63,43,22,15,13,6,1,1,1,6,3,3,2,0,2,2,2,3,2,3,1,3,1,0,0,0,1,0,2,1,0,1,0,1,0,1,0,0,2,3,0,1,1,1,2,1,0,1,0,2,0,1,1,1,1,1,0,2,0,1,0,2,0,3,1,1,0,1,0,0,2,1,1,0,1,2,3,1,0,1,1,0,0,1,0,2,0,1,0,0,2,1,0,1,0,0,2,0,1,1,1,2,2,1,0,3,0,2,1,0,0,0,2,0,1,1,1,2,1,2,0,1,1,0,4,0,1,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,32,99,207,358,635,703,639,452,279,132,105,35,17,10,6,4,3,4,4,1,3,4,4,2,1,2,2,3,1,2,1,1,3,2,0,3,2,0,4,2,2,2,1,2,0,1,2,0,3,2,3,1,1,0,2,4,1,3,1,0,1,1,2,0,0,1,1,3,1,0,1,0,0,3,3,0,2,0,1,0,4,1,2,0,1,4,3,0,1,1,1,2,3,1,1,0,1,0,0,2,3,2,0,0,1,1,0,0,0,1,4,0,0,1,2,1,1,0,5,1,3,1,0,1,0,2,0,1,0,1,2,2,1,1,3,0,0,2,2,0,0,1,2,1,1,1,1,1,1,0,2,3,1,2,3,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,22,30,53,98,170,196,221,220,256,174,126,123,73,53,40,24,11,3,1,5,3,2,2,0,1,1,0,0,0,2,1,0,2,1,0,0,1,1,0,0,3,3,1,0,1,1,1,2,1,0,0,0,0,0,2,0,1,3,0,0,0,1,0,1,1,1,1,0,0,0,0,2,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,5,2,1,7,5,9,22,22,34,26,46,46,85,73,102,100,121,93,139,95,156,93,175,133,84,98,56,86,42,57,32,38,18,31,14,15,10,13,9,4,3,3,5,4,3,3,2,1,3,1,0,1,0,2,3,1,3,0,2,1,2,0,0,1,3,2,0,1,3,0,0,2,2,1,1,0,0,3,1,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,27,69,210,345,597,796,998,1098,789,567,399,233,143,59,30,14,10,13,7,7,7,5,8,3,8,5,6,6,5,5,4,2,3,4,4,7,7,6,4,6,5,4,5,4,7,6,9,4,3,4,3,6,3,3,3,2,6,5,1,7,4,2,2,2,2,3,3,2,2,2,3,2,4,0,4,0,3,2,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,13,27,57,94,153,204,296,365,468,571,622,611,566,531,473,417,304,248,184,142,123,70,48,29,27,12,10,13,8,5,12,8,7,10,4,6,5,3,5,3,5,7,4,3,2,6,2,1,4,7,3,3,5,4,1,0,4,4,2,2,5,1,1,3,1,2,2,3,2,0,0,3,3,0,0,1,1,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,27,36,60,80,141,201,196,319,301,415,432,276,346,278,139,154,94,32,38,16,25,12,5,8,12,5,10,4,5,3,3,3,4,2,2,3,1,2,1,1,3,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,3,3,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,35,45,111,160,156,235,245,347,360,246,305,259,165,169,105,68,60,23,20,19,7,6,1,4,4,3,3,5,1,1,5,4,3,2,2,1,1,1,4,3,0,5,3,1,1,2,2,2,2,3,2,0,3,1,4,2,2,0,4,1,4,1,0,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,13,17,18,44,66,69,91,100,169,129,198,138,197,147,203,188,112,115,64,68,25,24,9,10,9,6,12,6,1,2,0,1,2,0,0,0,0,1,2,2,1,2,1,1,2,1,1,1,2,1,1,0,1,2,3,2,0,1,0,2,2,0,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,14,18,51,78,206,207,397,328,493,362,336,341,182,134,68,41,19,12,10,4,1,0,3,1,2,1,1,3,1,0,0,0,1,3,1,1,1,0,0,0,0,0,2,0,1,0,1,0,1,3,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,32,37,99,152,221,256,340,352,302,205,190,126,74,44,22,15,11,3,2,5,2,0,2,2,1,1,0,2,1,0,0,1,0,3,1,0,0,1,1,1,1,2,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,4,5,3,4,0,0,0,1,2,0,1,2,2,0,4,0,5,1,6,0,2,7,8,8,12,12,12,9,4,8,7,4,5,11,4,11,6,10,5,8,3,5,10,29,60,111,152,197,178,141,89,51,39,17,10,12,9,11,16,26,21,16,5,5,4,5,3,4,2,9,3,3,3,1,5,3,7,8,4,8,16,16,24,17,6,11,8,13,3,0,2,0,1,3,2,0,3,0,2,0,2,1,1,0,0,3,3,3,2,3,3,3,3,3,1,0,3,2,2,3,0,4,2,1,0,2,0,1,0,1,0,0,1,1,1,1,0,0,0,1,2,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,9,13,4,6,6,4,3,4,13,19,3,8,5,4,4,4,4,5,9,6,33,69,187,360,472,612,691,711,609,447,247,141,64,32,20,21,20,14,10,9,5,10,4,7,10,13,9,9,5,8,10,8,9,5,12,5,11,8,2,6,4,7,8,3,2,8,12,8,0,4,5,3,11,1,4,3,1,6,5,6,0,4,1,4,2,4,1,2,2,5,3,2,1,0,2,5,1,5,3,5,1,1,1,2,3,2,2,0,0,2,3,1,0,1,0,5,2,1,1,1,0,1,1,1,1,1,2,0,1,1,1,0,1,0,1,1,0,1,1,1,0,3,0,1,0,0,0,2,1,0,0,3,2,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,30,41,104,140,225,256,293,342,289,334,333,306,241,186,181,122,110,54,51,47,25,8,7,4,1,3,4,4,4,2,6,1,0,4,3,1,3,3,4,1,3,0,1,3,2,2,5,2,3,1,2,2,6,0,3,0,1,2,0,2,4,0,3,3,2,2,1,2,1,1,3,1,4,2,7,5,8,3,1,3,10,4,1,4,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,25,46,107,179,262,379,483,427,608,606,534,419,316,216,138,83,67,41,31,12,8,8,3,3,0,1,2,2,1,0,0,1,3,2,1,1,2,5,6,2,2,3,2,2,3,1,1,1,7,1,2,2,5,2,3,1,2,3,3,3,1,0,5,4,1,3,4,3,2,7,3,0,1,2,2,3,0,5,3,5,7,5,4,2,4,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,24,64,84,173,302,356,431,423,529,372,289,238,114,97,44,36,18,3,4,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,1,2,0,3,4,4,7,5,2,2,5,2,1,4,4,4,7,5,6,8,5,4,8,10,4,7,9,2,10,7,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,18,27,45,114,144,150,262,221,222,198,210,140,115,60,57,29,26,9,4,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,3,3,1,0,4,7,6,3,6,5,5,6,2,3,2,5,5,2,4,4,4,1,4,3,2,5,3,2,4,7,9,5,5,5,2,5,7,4,5,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,18,19,63,97,230,331,623,865,977,1289,1081,1213,874,812,500,411,264,116,91,45,21,14,13,10,10,8,7,6,6,5,2,9,6,7,7,5,2,6,3,5,1,2,2,4,3,5,5,6,5,3,5,15,4,6,13,8,2,6,5,2,3,0,4,6,2,5,5,2,5,11,5,6,5,7,8,3,10,10,5,7,6,8,3,4,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,11,14,26,18,42,44,71,59,120,101,186,123,195,151,193,139,141,91,122,81,80,46,66,38,31,13,19,5,6,2,2,2,3,3,2,0,3,2,0,3,1,1,0,0,3,0,3,1,0,4,0,0,1,4,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,36,47,125,236,403,585,514,627,402,342,182,154,52,23,16,12,6,6,2,3,10,9,7,2,4,5,5,3,4,2,1,2,3,2,0,3,4,4,3,0,1,4,1,2,0,1,4,1,1,1,2,1,4,2,4,1,0,0,1,1,0,3,1,2,0,1,3,1,0,0,0,2,0,1,0,1,1,0,0,2,0,1,2,0,0,2,1,0,1,2,2,0,0,0,3,2,1,0,2,1,2,0,2,2,1,0,0,1,3,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,33,117,203,402,454,496,510,361,265,190,95,55,28,26,10,8,5,8,2,10,8,1,3,6,5,1,8,4,5,1,2,2,1,2,4,1,2,1,0,2,2,4,1,4,1,3,1,2,2,1,5,0,0,1,3,3,3,2,3,1,2,2,0,2,0,2,2,2,2,3,1,3,0,1,1,1,0,1,1,4,2,2,3,2,2,1,3,0,3,2,0,1,2,2,0,3,1,0,2,1,1,0,1,2,2,1,1,1,1,1,1,2,1,2,3,2,1,2,5,1,0,1,1,2,3,3,2,2,0,0,2,0,0,1,1,1,3,2,2,2,3,0,1,1,0,2,0,1,3,1,2,3,2,2,2,2,0,2,2,1,2,2,4,0,2,1,2,0,3,0,0,3,0,3,1,1,2,1,2,1,3,3,1,3,1,2,2,3,5,2,5,3,1,2,2,2,2,3,3,6,2,3,4,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,38,152,396,685,1253,1732,1746,1762,1294,691,403,201,82,47,19,13,23,14,9,11,11,7,10,7,8,8,8,8,8,8,6,7,8,6,3,8,4,3,4,6,4,7,4,7,6,6,3,4,3,6,5,4,7,4,7,3,1,6,2,9,6,6,6,4,5,0,4,2,4,2,8,4,5,4,5,4,3,4,2,6,2,3,1,2,3,6,4,1,4,4,7,4,4,5,7,2,1,2,6,1,3,3,5,2,5,2,1,5,3,5,2,2,5,6,4,6,4,2,4,4,3,5,6,4,3,3,5,2,5,2,4,3,3,5,1,3,4,4,2,2,4,7,4,5,7,5,2,5,4,2,2,2,3,4,2,7,4,6,3,4,5,2,5,6,5,5,8,6,8,1,6,4,9,10,5,12,18,12,19,14,16,15,18,27,26,27,28,25,18,27,23,22,18,25,27,31,32,19,33,36,26,47,38,33,42,36,66,76,108,94,117,85,30,20,1,0,0,0,0
